gene_id	gene_name	gene_type	bp_length
ENSG00000237190.3	CDKN2AIPNL	protein_coding	1757
ENSG00000043143.20	JADE2	protein_coding	9877
ENSG00000152700.13	SAR1B	protein_coding	10963
ENSG00000113615.12	SEC24A	protein_coding	7201
ENSG00000164615.4	CAMLG	protein_coding	2221
ENSG00000145833.15	DDX46	protein_coding	9222
ENSG00000181904.8	C5orf24	protein_coding	5741
ENSG00000113621.14	TXNDC15	protein_coding	5265
ENSG00000132570.14	PCBD2	protein_coding	7171
ENSG00000152705.7	CATSPER3	protein_coding	1581
ENSG00000069011.15	PITX1	protein_coding	3511
ENSG00000113648.16	H2AFY	protein_coding	17730
ENSG00000251380.3	DCANP1	protein_coding	3135
ENSG00000255833.1	TIFAB	protein_coding	5923
ENSG00000145824.12	CXCL14	protein_coding	1975
ENSG00000250378.2	RP11-119J18.1	protein_coding	1750
ENSG00000145832.12	SLC25A48	protein_coding	4966
ENSG00000120708.16	TGFBI	protein_coding	7810
ENSG00000113658.16	SMAD5	protein_coding	8779
ENSG00000271824.1	AC009014.3	protein_coding	1667
ENSG00000152377.13	SPOCK1	protein_coding	6222
ENSG00000146021.14	KLHL3	protein_coding	11854
ENSG00000177733.6	HNRNPA0	protein_coding	8726
ENSG00000120729.9	MYOT	protein_coding	2893
ENSG00000078795.16	PKD2L2	protein_coding	4653
ENSG00000031003.10	FAM13B	protein_coding	6808
ENSG00000112981.4	NME5	protein_coding	2392
ENSG00000112983.17	BRD8	protein_coding	7046
ENSG00000112984.11	KIF20A	protein_coding	3958
ENSG00000094880.10	CDC23	protein_coding	4618
ENSG00000146013.10	GFRA3	protein_coding	2039
ENSG00000158402.18	CDC25C	protein_coding	3047
ENSG00000120709.10	FAM53C	protein_coding	7051
ENSG00000120733.13	KDM3B	protein_coding	7961
ENSG00000132563.15	REEP2	protein_coding	3284
ENSG00000120738.7	EGR1	protein_coding	3138
ENSG00000120705.12	ETF1	protein_coding	4601
ENSG00000113013.12	HSPA9	protein_coding	4751
ENSG00000146006.7	LRRTM2	protein_coding	6095
ENSG00000044115.20	CTNNA1	protein_coding	8830
ENSG00000120725.12	SIL1	protein_coding	4011
ENSG00000280987.4	MATR3	protein_coding	6355
ENSG00000015479.18	MATR3	protein_coding	12090
ENSG00000120727.12	PAIP2	protein_coding	3158
ENSG00000170482.16	SLC23A1	protein_coding	3203
ENSG00000170476.15	MZB1	protein_coding	2273
ENSG00000228672.3	PROB1	protein_coding	5122
ENSG00000170469.10	SPATA24	protein_coding	1204
ENSG00000170464.9	DNAJC18	protein_coding	6499
ENSG00000279686.1	AC142391.3	protein_coding	1002
ENSG00000249751.3	ECSCR	protein_coding	1035
ENSG00000283288.1	AC138517.6	protein_coding	2594
ENSG00000184584.12	TMEM173	protein_coding	3850
ENSG00000131508.15	UBE2D2	protein_coding	3556
ENSG00000171604.11	CXXC5	protein_coding	3852
ENSG00000146005.3	PSD2	protein_coding	4513
ENSG00000158458.19	NRG2	protein_coding	4520
ENSG00000185129.5	PURA	protein_coding	12185
ENSG00000182700.4	IGIP	protein_coding	3458
ENSG00000120306.9	CYSTM1	protein_coding	2371
ENSG00000113068.9	PFDN1	protein_coding	2156
ENSG00000113070.7	HBEGF	protein_coding	3018
ENSG00000131503.20	ANKHD1	protein_coding	11124
ENSG00000254996.5	ANKHD1-EIF4EBP3	protein_coding	11385
ENSG00000243056.1	EIF4EBP3	protein_coding	691
ENSG00000213523.10	SRA1	protein_coding	3396
ENSG00000113108.19	APBB3	protein_coding	3660
ENSG00000176087.14	SLC35A4	protein_coding	4023
ENSG00000170458.13	CD14	protein_coding	1886
ENSG00000113119.12	TMCO6	protein_coding	3502
ENSG00000131495.8	NDUFA2	protein_coding	1488
ENSG00000113141.17	IK	protein_coding	4095
ENSG00000256453.1	DND1	protein_coding	1605
ENSG00000120314.18	WDR55	protein_coding	7675
ENSG00000170445.12	HARS	protein_coding	8436
ENSG00000112855.14	HARS2	protein_coding	3408
ENSG00000146007.10	ZMAT2	protein_coding	1812
ENSG00000243232.4	PCDHAC2	protein_coding	6318
ENSG00000081842.17	PCDHA6	protein_coding	6133
ENSG00000204963.5	PCDHA7	protein_coding	5788
ENSG00000204965.8	PCDHA5	protein_coding	7114
ENSG00000249158.6	PCDHA11	protein_coding	6284
ENSG00000255408.3	PCDHA3	protein_coding	7460
ENSG00000251664.3	PCDHA12	protein_coding	5454
ENSG00000239389.7	PCDHA13	protein_coding	5354
ENSG00000248383.4	PCDHAC1	protein_coding	6943
ENSG00000204969.6	PCDHA2	protein_coding	6054
ENSG00000204967.10	PCDHA4	protein_coding	13440
ENSG00000204962.5	PCDHA8	protein_coding	5482
ENSG00000204961.6	PCDHA9	protein_coding	10075
ENSG00000250120.6	PCDHA10	protein_coding	15224
ENSG00000204970.9	PCDHA1	protein_coding	5595
ENSG00000171815.5	PCDHB1	protein_coding	8210
ENSG00000112852.6	PCDHB2	protein_coding	4126
ENSG00000113205.5	PCDHB3	protein_coding	3355
ENSG00000081818.3	PCDHB4	protein_coding	3825
ENSG00000113209.8	PCDHB5	protein_coding	3408
ENSG00000113211.5	PCDHB6	protein_coding	3266
ENSG00000113212.6	PCDHB7	protein_coding	3765
ENSG00000120322.3	PCDHB8	protein_coding	2740
ENSG00000272674.3	PCDHB16	protein_coding	5001
ENSG00000279068.1	CH17-140K24.5	protein_coding	631
ENSG00000177839.6	PCDHB9	protein_coding	4415
ENSG00000120324.8	PCDHB10	protein_coding	3290
ENSG00000197479.6	PCDHB11	protein_coding	4198
ENSG00000120328.6	PCDHB12	protein_coding	3875
ENSG00000187372.11	PCDHB13	protein_coding	5061
ENSG00000120327.6	PCDHB14	protein_coding	4828
ENSG00000279983.1	CH17-140K24.8	protein_coding	548
ENSG00000113248.5	PCDHB15	protein_coding	4017
ENSG00000178913.7	TAF7	protein_coding	2723
ENSG00000262576.2	PCDHGA4	protein_coding	4887
ENSG00000253731.2	PCDHGA6	protein_coding	7910
ENSG00000081853.14	PCDHGA2	protein_coding	6724
ENSG00000253537.2	PCDHGA7	protein_coding	5443
ENSG00000261934.2	PCDHGA9	protein_coding	4749
ENSG00000253910.2	PCDHGB2	protein_coding	4769
ENSG00000253159.2	PCDHGA12	protein_coding	4815
ENSG00000253873.5	PCDHGA11	protein_coding	5814
ENSG00000276547.1	PCDHGB5	protein_coding	4851
ENSG00000253305.2	PCDHGB6	protein_coding	6782
ENSG00000253485.2	PCDHGA5	protein_coding	5733
ENSG00000262209.2	PCDHGB3	protein_coding	4757
ENSG00000254245.2	PCDHGA3	protein_coding	4876
ENSG00000253846.2	PCDHGA10	protein_coding	6643
ENSG00000254221.2	PCDHGB1	protein_coding	4773
ENSG00000254122.2	PCDHGB7	protein_coding	4966
ENSG00000253953.2	PCDHGB4	protein_coding	6906
ENSG00000242419.5	PCDHGC4	protein_coding	4974
ENSG00000253767.2	PCDHGA8	protein_coding	8661
ENSG00000240764.3	PCDHGC5	protein_coding	4990
ENSG00000240184.6	PCDHGC3	protein_coding	5432
ENSG00000204956.5	PCDHGA1	protein_coding	6252
ENSG00000131504.15	DIAPH1	protein_coding	7082
ENSG00000171720.9	HDAC3	protein_coding	4631
ENSG00000164620.8	RELL2	protein_coding	2596
ENSG00000197948.10	FCHSD1	protein_coding	6073
ENSG00000120318.15	ARAP3	protein_coding	6186
ENSG00000156453.13	PCDH1	protein_coding	5903
ENSG00000081791.8	KIAA0141	protein_coding	6047
ENSG00000113555.5	PCDH12	protein_coding	6820
ENSG00000013561.17	RNF14	protein_coding	4987
ENSG00000113552.15	GNPDA1	protein_coding	3961
ENSG00000131507.10	NDFIP1	protein_coding	6024
ENSG00000187678.8	SPRY4	protein_coding	5930
ENSG00000113578.17	FGF1	protein_coding	5275
ENSG00000145819.15	ARHGAP26	protein_coding	13347
ENSG00000113580.14	NR3C1	protein_coding	9172
ENSG00000145817.16	YIPF5	protein_coding	3701
ENSG00000183775.10	KCTD16	protein_coding	14294
ENSG00000186314.11	PRELID2	protein_coding	5375
ENSG00000156463.17	SH3RF2	protein_coding	7232
ENSG00000173261.8	PLAC8L1	protein_coding	656
ENSG00000133706.17	LARS	protein_coding	8118
ENSG00000091009.7	RBM27	protein_coding	6578
ENSG00000275740.1	RP11-449H3.3	protein_coding	3311
ENSG00000091010.4	POU4F3	protein_coding	1182
ENSG00000113649.11	TCERG1	protein_coding	8714
ENSG00000156475.18	PPP2R2B	protein_coding	13206
ENSG00000169302.14	STK32A	protein_coding	7776
ENSG00000113657.12	DPYSL3	protein_coding	7164
ENSG00000176049.15	JAKMIP2	protein_coding	9275
ENSG00000164266.10	SPINK1	protein_coding	1480
ENSG00000164265.8	SCGB3A2	protein_coding	1075
ENSG00000178776.4	C5orf46	protein_coding	1232
ENSG00000133710.15	SPINK5	protein_coding	4381
ENSG00000178172.6	SPINK6	protein_coding	733
ENSG00000214510.9	SPINK13	protein_coding	1174
ENSG00000145868.16	FBXO38	protein_coding	8722
ENSG00000169252.5	ADRB2	protein_coding	3443
ENSG00000169247.11	SH3TC2	protein_coding	15047
ENSG00000173210.19	ABLIM3	protein_coding	7225
ENSG00000157510.13	AFAP1L1	protein_coding	4721
ENSG00000164284.14	GRPEL2	protein_coding	4419
ENSG00000145882.10	PCYOX1L	protein_coding	6069
ENSG00000127743.5	IL17B	protein_coding	1211
ENSG00000113712.17	CSNK1A1	protein_coding	7714
ENSG00000183111.11	ARHGEF37	protein_coding	5324
ENSG00000155846.16	PPARGC1B	protein_coding	12889
ENSG00000132915.10	PDE6A	protein_coding	7415
ENSG00000155850.7	SLC26A2	protein_coding	8606
ENSG00000164296.6	TIGD6	protein_coding	4640
ENSG00000113716.12	HMGXB3	protein_coding	6263
ENSG00000182578.13	CSF1R	protein_coding	5151
ENSG00000113721.13	PDGFRB	protein_coding	7137
ENSG00000113722.16	CDX1	protein_coding	1758
ENSG00000011083.8	SLC6A7	protein_coding	4391
ENSG00000070808.15	CAMK2A	protein_coding	6150
ENSG00000183876.8	ARSI	protein_coding	3269
ENSG00000070814.17	TCOF1	protein_coding	11278
ENSG00000019582.14	CD74	protein_coding	3184
ENSG00000164587.11	RPS14	protein_coding	4544
ENSG00000070614.14	NDST1	protein_coding	9529
ENSG00000171992.12	SYNPO	protein_coding	10258
ENSG00000164591.13	MYOZ3	protein_coding	6037
ENSG00000086589.11	RBM22	protein_coding	3615
ENSG00000132912.12	DCTN4	protein_coding	6417
ENSG00000256235.1	SMIM3	protein_coding	2332
ENSG00000237693.4	IRGM	protein_coding	2271
ENSG00000145908.12	ZNF300	protein_coding	4411
ENSG00000211445.11	GPX3	protein_coding	3163
ENSG00000145901.14	TNIP1	protein_coding	5793
ENSG00000197043.13	ANXA6	protein_coding	5427
ENSG00000198624.12	CCDC69	protein_coding	4993
ENSG00000196743.8	GM2A	protein_coding	4479
ENSG00000186335.8	SLC36A2	protein_coding	4263
ENSG00000123643.12	SLC36A1	protein_coding	6980
ENSG00000086570.12	FAT2	protein_coding	14537
ENSG00000113140.10	SPARC	protein_coding	4831
ENSG00000177556.11	ATOX1	protein_coding	5239
ENSG00000145907.14	G3BP1	protein_coding	12406
ENSG00000145888.10	GLRA1	protein_coding	2434
ENSG00000132911.4	NMUR2	protein_coding	2345
ENSG00000155511.17	GRIA1	protein_coding	7636
ENSG00000055147.18	FAM114A2	protein_coding	6543
ENSG00000037749.11	MFAP3	protein_coding	4792
ENSG00000164574.15	GALNT10	protein_coding	10496
ENSG00000164576.11	SAP30L	protein_coding	6755
ENSG00000113196.2	HAND1	protein_coding	1738
ENSG00000155506.16	LARP1	protein_coding	8492
ENSG00000170271.10	FAXDC2	protein_coding	7222
ENSG00000155508.13	CNOT8	protein_coding	3930
ENSG00000082516.8	GEMIN5	protein_coding	5637
ENSG00000082515.17	MRPL22	protein_coding	5267
ENSG00000226650.5	KIF4B	protein_coding	4378
ENSG00000170624.13	SGCD	protein_coding	10584
ENSG00000231989.4	PPP1R2P3	protein_coding	1991
ENSG00000145850.8	TIMD4	protein_coding	1555
ENSG00000113249.12	HAVCR1	protein_coding	2151
ENSG00000135077.8	HAVCR2	protein_coding	3804
ENSG00000155868.7	MED7	protein_coding	2913
ENSG00000113263.12	ITK	protein_coding	8604
ENSG00000055163.19	CYFIP2	protein_coding	10498
ENSG00000172548.14	NIPAL4	protein_coding	4208
ENSG00000135074.15	ADAM19	protein_coding	7704
ENSG00000039600.10	SOX30	protein_coding	3471
ENSG00000113272.13	THG1L	protein_coding	3220
ENSG00000155858.5	LSM11	protein_coding	6584
ENSG00000113282.13	CLINT1	protein_coding	6368
ENSG00000164330.16	EBF1	protein_coding	6178
ENSG00000145860.11	RNF145	protein_coding	4614
ENSG00000164332.7	UBLCP1	protein_coding	2676
ENSG00000113302.4	IL12B	protein_coding	2761
ENSG00000170214.3	ADRA1B	protein_coding	1738
ENSG00000113312.10	TTC1	protein_coding	1938
ENSG00000170234.12	PWWP2A	protein_coding	6510
ENSG00000170231.15	FABP6	protein_coding	1164
ENSG00000135083.14	CCNJL	protein_coding	4736
ENSG00000145861.7	C1QTNF2	protein_coding	2414
ENSG00000221886.3	ZBED8	protein_coding	2925
ENSG00000164609.9	SLU7	protein_coding	5082
ENSG00000164611.12	PTTG1	protein_coding	2013
ENSG00000118322.12	ATP10B	protein_coding	11310
ENSG00000145864.12	GABRB2	protein_coding	10002
ENSG00000022355.16	GABRA1	protein_coding	6935
ENSG00000113327.15	GABRG2	protein_coding	22914
ENSG00000113328.18	CCNG1	protein_coding	3096
ENSG00000170584.10	NUDCD2	protein_coding	8847
ENSG00000072571.19	HMMR	protein_coding	3936
ENSG00000038274.16	MAT2B	protein_coding	5153
ENSG00000145934.16	TENM2	protein_coding	11042
ENSG00000113645.14	WWC1	protein_coding	10076
ENSG00000113643.8	RARS	protein_coding	3421
ENSG00000188573.7	FBLL1	protein_coding	1519
ENSG00000120137.6	PANK3	protein_coding	10580
ENSG00000184347.14	SLIT3	protein_coding	14260
ENSG00000040275.16	SPDL1	protein_coding	4777
ENSG00000204767.3	FAM196B	protein_coding	2999
ENSG00000134516.15	DOCK2	protein_coding	12890
ENSG00000168269.8	FOXI1	protein_coding	2312
ENSG00000234511.8	C5orf58	protein_coding	3191
ENSG00000043462.11	LCP2	protein_coding	7244
ENSG00000145936.8	KCNMB1	protein_coding	6079
ENSG00000182132.13	KCNIP1	protein_coding	3351
ENSG00000094755.16	GABRP	protein_coding	4621
ENSG00000204764.13	RANBP17	protein_coding	10965
ENSG00000164438.5	TLX3	protein_coding	1493
ENSG00000181163.13	NPM1	protein_coding	3828
ENSG00000156427.7	FGF18	protein_coding	1986
ENSG00000072803.17	FBXW11	protein_coding	5577
ENSG00000072786.12	STK10	protein_coding	9083
ENSG00000168246.5	UBTD2	protein_coding	3301
ENSG00000174705.12	SH3PXD2B	protein_coding	8242
ENSG00000214357.8	NEURL1B	protein_coding	6424
ENSG00000120129.5	DUSP1	protein_coding	2019
ENSG00000113719.15	ERGIC1	protein_coding	14139
ENSG00000037241.7	RPL26L1	protein_coding	1164
ENSG00000113732.8	ATP6V0E1	protein_coding	1623
ENSG00000164463.12	CREBRF	protein_coding	12333
ENSG00000113734.17	BNIP1	protein_coding	2440
ENSG00000183072.9	NKX2-5	protein_coding	2094
ENSG00000113739.10	STC2	protein_coding	6128
ENSG00000145919.10	BOD1	protein_coding	2018
ENSG00000113742.12	CPEB4	protein_coding	10272
ENSG00000170091.10	HMP19	protein_coding	3946
ENSG00000120149.8	MSX2	protein_coding	2270
ENSG00000184845.3	DRD1	protein_coding	4054
ENSG00000164466.12	SFXN1	protein_coding	7572
ENSG00000113749.7	HRH2	protein_coding	5679
ENSG00000145920.14	CPLX2	protein_coding	7099
ENSG00000051596.9	THOC3	protein_coding	3453
ENSG00000182230.11	FAM153B	protein_coding	10769
ENSG00000170085.17	SIMC1	protein_coding	5536
ENSG00000122203.14	KIAA1191	protein_coding	3973
ENSG00000048162.20	NOP16	protein_coding	2862
ENSG00000146066.2	HIGD2A	protein_coding	668
ENSG00000175414.6	ARL10	protein_coding	11459
ENSG00000175416.12	CLTB	protein_coding	2039
ENSG00000113194.12	FAF2	protein_coding	5954
ENSG00000146083.11	RNF44	protein_coding	5660
ENSG00000074276.10	CDHR2	protein_coding	5348
ENSG00000169258.6	GPRIN1	protein_coding	4211
ENSG00000074317.10	SNCB	protein_coding	2006
ENSG00000175766.11	EIF4E1B	protein_coding	3296
ENSG00000048140.17	TSPAN17	protein_coding	5215
ENSG00000113763.10	UNC5A	protein_coding	4356
ENSG00000160883.10	HK3	protein_coding	3290
ENSG00000087206.16	UIMC1	protein_coding	4739
ENSG00000113761.11	ZNF346	protein_coding	4686
ENSG00000160867.14	FGFR4	protein_coding	4829
ENSG00000165671.19	NSD1	protein_coding	15242
ENSG00000169228.13	RAB24	protein_coding	2065
ENSG00000169230.9	PRELID1	protein_coding	1875
ENSG00000213347.10	MXD3	protein_coding	5154
ENSG00000169223.14	LMAN2	protein_coding	2357
ENSG00000169220.17	RGS14	protein_coding	3797
ENSG00000131187.9	F12	protein_coding	2769
ENSG00000198055.10	GRK6	protein_coding	4355
ENSG00000131188.11	PRR7	protein_coding	1772
ENSG00000113758.13	DBN1	protein_coding	5119
ENSG00000196923.13	PDLIM7	protein_coding	4407
ENSG00000146094.13	DOK3	protein_coding	4821
ENSG00000183258.11	DDX41	protein_coding	4536
ENSG00000146067.15	FAM193B	protein_coding	5804
ENSG00000184840.11	TMED9	protein_coding	2440
ENSG00000027847.13	B4GALT7	protein_coding	4927
ENSG00000170074.19	FAM153A	protein_coding	8528
ENSG00000204677.10	FAM153C	protein_coding	4285
ENSG00000145911.5	N4BP3	protein_coding	6080
ENSG00000145916.18	RMND5B	protein_coding	7701
ENSG00000145912.8	NHP2	protein_coding	1510
ENSG00000197451.11	HNRNPAB	protein_coding	2144
ENSG00000175309.14	PHYKPL	protein_coding	8402
ENSG00000050767.15	COL23A1	protein_coding	3586
ENSG00000113240.12	CLK4	protein_coding	7924
ENSG00000169131.11	ZNF354A	protein_coding	4031
ENSG00000178338.10	ZNF354B	protein_coding	3750
ENSG00000198939.7	ZFP2	protein_coding	2641
ENSG00000178187.7	ZNF454	protein_coding	2662
ENSG00000113262.14	GRM6	protein_coding	6695
ENSG00000234284.6	ZNF879	protein_coding	3883
ENSG00000177932.6	ZNF354C	protein_coding	5411
ENSG00000087116.14	ADAMTS2	protein_coding	8726
ENSG00000176783.14	RUFY1	protein_coding	5911
ENSG00000169045.17	HNRNPH1	protein_coding	9480
ENSG00000127022.14	CANX	protein_coding	6235
ENSG00000161021.11	MAML1	protein_coding	10690
ENSG00000213316.9	LTC4S	protein_coding	1192
ENSG00000161013.16	MGAT4B	protein_coding	5495
ENSG00000161011.19	SQSTM1	protein_coding	7654
ENSG00000161010.14	MRNIP	protein_coding	8496
ENSG00000197226.12	TBC1D9B	protein_coding	11473
ENSG00000113269.13	RNF130	protein_coding	12822
ENSG00000146090.15	RASGEF1C	protein_coding	2961
ENSG00000050748.17	MAPK9	protein_coding	8955
ENSG00000131459.12	GFPT2	protein_coding	4780
ENSG00000113300.11	CNOT6	protein_coding	6586
ENSG00000161055.3	SCGB3A1	protein_coding	846
ENSG00000037280.15	FLT4	protein_coding	8852
ENSG00000131446.16	MGAT1	protein_coding	11576
ENSG00000196670.13	ZFP62	protein_coding	4197
ENSG00000113303.11	BTNL8	protein_coding	3924
ENSG00000165810.16	BTNL9	protein_coding	5565
ENSG00000146054.17	TRIM7	protein_coding	7338
ENSG00000146063.19	TRIM41	protein_coding	12803
ENSG00000204628.11	RACK1	protein_coding	5990
ENSG00000183718.5	TRIM52	protein_coding	6562
ENSG00000112679.14	DUSP22	protein_coding	5686
ENSG00000137265.14	IRF4	protein_coding	5898
ENSG00000188996.4	HUS1B	protein_coding	1025
ENSG00000112685.13	EXOC2	protein_coding	4983
ENSG00000164379.6	FOXQ1	protein_coding	2309
ENSG00000137273.3	FOXF2	protein_coding	2187
ENSG00000054598.6	FOXC1	protein_coding	3926
ENSG00000112699.10	GMDS	protein_coding	4304
ENSG00000145949.9	MYLK4	protein_coding	6059
ENSG00000124535.15	WRNIP1	protein_coding	3877
ENSG00000021355.12	SERPINB1	protein_coding	3094
ENSG00000170542.5	SERPINB9	protein_coding	4118
ENSG00000124570.17	SERPINB6	protein_coding	4729
ENSG00000124588.19	NQO2	protein_coding	11558
ENSG00000137275.13	RIPK1	protein_coding	4231
ENSG00000137274.12	BPHL	protein_coding	5780
ENSG00000137267.5	TUBB2A	protein_coding	1727
ENSG00000137285.9	TUBB2B	protein_coding	2194
ENSG00000180822.11	PSMG4	protein_coding	10418
ENSG00000137266.14	SLC22A23	protein_coding	8898
ENSG00000168994.13	PXDC1	protein_coding	2474
ENSG00000145945.5	FAM50B	protein_coding	1932
ENSG00000112739.16	PRPF4B	protein_coding	7859
ENSG00000185689.15	C6orf201	protein_coding	3319
ENSG00000198721.12	ECI2	protein_coding	4579
ENSG00000153046.17	CDYL	protein_coding	4531
ENSG00000124787.13	RPP40	protein_coding	1962
ENSG00000219607.3	PPP1R3G	protein_coding	4907
ENSG00000214113.10	LYRM4	protein_coding	9443
ENSG00000145982.11	FARS2	protein_coding	2351
ENSG00000124785.8	NRN1	protein_coding	2328
ENSG00000124491.15	F13A1	protein_coding	4690
ENSG00000112799.8	LY86	protein_coding	1254
ENSG00000124782.19	RREB1	protein_coding	17254
ENSG00000124783.12	SSR1	protein_coding	11349
ENSG00000164304.15	CAGE1	protein_coding	3512
ENSG00000124784.8	RIOK1	protein_coding	3237
ENSG00000096696.13	DSP	protein_coding	10093
ENSG00000168566.12	SNRNP48	protein_coding	5836
ENSG00000153162.8	BMP6	protein_coding	2780
ENSG00000239264.8	TXNDC5	protein_coding	4387
ENSG00000259040.5	BLOC1S5-TXNDC5	protein_coding	3030
ENSG00000188428.19	BLOC1S5	protein_coding	3315
ENSG00000265818.1	EEF1E1-BLOC1S5	protein_coding	768
ENSG00000124802.11	EEF1E1	protein_coding	2107
ENSG00000124786.9	SLC35B3	protein_coding	2137
ENSG00000181355.20	OFCC1	protein_coding	4807
ENSG00000137203.10	TFAP2A	protein_coding	8245
ENSG00000111846.16	GCNT2	protein_coding	9072
ENSG00000137434.11	C6orf52	protein_coding	884
ENSG00000111845.4	PAK1IP1	protein_coding	1800
ENSG00000111843.13	TMEM14C	protein_coding	1321
ENSG00000111837.11	MAK	protein_coding	4226
ENSG00000137210.13	TMEM14B	protein_coding	4815
ENSG00000272162.1	RP11-637O19.3	protein_coding	1589
ENSG00000153157.12	SYCP2L	protein_coding	3962
ENSG00000197977.3	ELOVL2	protein_coding	3997
ENSG00000244476.2	ERVFRD-1	protein_coding	3242
ENSG00000224531.5	SMIM13	protein_coding	4688
ENSG00000111859.16	NEDD9	protein_coding	10359
ENSG00000205269.5	TMEM170B	protein_coding	8362
ENSG00000111863.12	ADTRP	protein_coding	4150
ENSG00000095951.16	HIVEP1	protein_coding	10979
ENSG00000078401.6	EDN1	protein_coding	2033
ENSG00000112137.17	PHACTR1	protein_coding	11198
ENSG00000145979.17	TBC1D7	protein_coding	8300
ENSG00000145990.10	GFOD1	protein_coding	10686
ENSG00000124523.15	SIRT5	protein_coding	6507
ENSG00000225921.6	NOL7	protein_coding	1865
ENSG00000010017.12	RANBP9	protein_coding	3347
ENSG00000050393.11	MCUR1	protein_coding	6057
ENSG00000180537.12	RNF182	protein_coding	4090
ENSG00000112149.9	CD83	protein_coding	2515
ENSG00000008083.13	JARID2	protein_coding	6015
ENSG00000047579.19	DTNBP1	protein_coding	3052
ENSG00000007944.14	MYLIP	protein_coding	3033
ENSG00000137198.9	GMPR	protein_coding	2232
